make,model,year,transmission,drive,date_range,fuel_type_summary,class_summary,cylinders,displ,co2,barrels08,fuelCost08,highway08,city08,comb08
Mercedes-Benz,E550 Convertible,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.7,443,16.4805,2350,25,17,20
Mercedes-Benz,E350,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,377,14.330869565217393,2050,29,20,23
Mercedes-Benz,E350 4matic,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,384,14.330869565217393,2050,27,20,23
Mercedes-Benz,E350,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,379,14.330869565217393,2050,28,20,23
Mercedes-Benz,E350 4matic,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,384,14.330869565217393,2050,27,20,23
Mercedes-Benz,AMG E63 4matic,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,5.5,475,17.347894736842107,2500,23,16,19
Mercedes-Benz,AMG E63 S 4matic,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,5.5,498,18.311666666666667,2600,22,15,18
Mercedes-Benz,Maybach S 600,2016,Automatic,2WD,2011-2020,Gas,Car,12.0,6.0,575,21.974,3150,20,13,15
Mercedes-Benz,E350 4matic (wagon),2016,Automatic,2WD,2011-2020,Gas,Wagon,6.0,3.5,396,14.98227272727273,2150,26,20,22
Mercedes-Benz,AMG E63 S 4matic (wagon),2016,Automatic,2WD,2011-2020,Gas,Wagon,8.0,5.5,497,18.311666666666667,2600,21,16,18
Porsche,Cayenne Turbo,2016,Automatic,4WD,2011-2020,Gas,SUV,8.0,4.8,536,19.388823529411766,2750,21,14,17
Porsche,Cayenne Turbo S,2016,Automatic,4WD,2011-2020,Gas,SUV,8.0,4.8,541,20.600625,2950,21,14,16
Lamborghini,Aventador Coupe,2016,Automatic,2WD,2011-2020,Gas,Car,12.0,6.5,676,25.354615384615386,3600,18,11,13
Lamborghini,Aventador Roadster,2016,Automatic,2WD,2011-2020,Gas,Car,12.0,6.5,727,27.4675,3900,17,10,12
Mercedes-Benz,AMG GT S,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,486,18.311666666666667,2600,22,16,18
Scion,FR-S,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,321,11.771785714285713,1700,33,24,28
Scion,FR-S,2016,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,362,13.73375,1950,29,21,24
Toyota,Yaris,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,1.5,278,10.3003125,1150,35,30,32
Toyota,Yaris,2016,Manual,2WD,2011-2020,Gas,Car,4.0,1.5,271,9.988181818181818,1150,36,30,33
Mercedes-Benz,E550 4matic,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.7,435,15.695714285714288,2250,24,18,21
Fiat,500 X,2016,Manual,2WD,2011-2020,Gas,SUV,4.0,1.4,316,11.771785714285713,1700,33,25,28
Fiat,500 X,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.4,353,13.1844,1500,30,22,25
Mercedes-Benz,AMG C63,2015,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,441,16.4805,2350,24,18,20
Mercedes-Benz,AMG C63 S,2015,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,441,16.4805,2350,24,18,20
BMW,M235i Convertible,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,372,13.73375,1950,30,20,24
BMW,435i Convertible,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,378,14.330869565217393,2050,30,20,23
Maserati,GranTurismo,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.7,572,20.600625,2950,21,13,16
Maserati,GranTurismo Convertible,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.7,577,21.974,3150,20,13,15
BMW,535i,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,378,14.330869565217393,2050,30,20,23
Hyundai,Santa Fe Sport FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.4,387,14.330869565217393,1650,27,20,23
Hyundai,Santa Fe Sport FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.0,403,14.98227272727273,1700,26,19,22
Hyundai,Santa Fe Sport Ultimate FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.0,409,14.98227272727273,1700,26,19,22
Infiniti,QX70 RWD,2016,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.7,457,17.347894736842107,2500,24,17,19
Hyundai,Santa Fe Sport AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.4,415,15.695714285714288,1800,25,19,21
Hyundai,Santa Fe Sport AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.0,429,16.4805,1900,24,18,20
Infiniti,QX70 AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.7,486,18.311666666666667,2600,22,16,18
Kia,Forte Koup,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,353,13.1844,1500,29,22,25
Kia,Forte Koup,2016,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,360,13.73375,1550,29,22,24
Kia,Forte Koup,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,314,11.771785714285713,1350,34,25,28
Kia,Forte Koup,2016,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,323,12.207777777777778,1400,33,24,27
Mazda,CX-3 2WD,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,290,10.63258064516129,1200,35,29,31
Mazda,CX-3 4WD,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,308,11.36586206896552,1300,32,27,29
Volvo,S60 AWD,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,412,15.695714285714288,1800,27,18,21
Volvo,S60 Inscription AWD,2016,Automatic,2WD,2011-2020,Gas,Car,5.0,2.5,378,14.330869565217393,1650,28,20,23
Volvo,S60 AWD,2016,Automatic,2WD,2011-2020,Gas,Car,5.0,2.5,378,14.330869565217393,1650,28,20,23
Volvo,S60 FWD,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,296,10.987,1250,37,26,30
Volvo,S60 FWD,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,334,12.207777777777778,1750,32,23,27
Volvo,S60 PoleStar AWD,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,412,15.695714285714288,1800,27,18,21
Jaguar,XJ AWD,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,444,16.4805,2350,26,17,20
Jaguar,XJL AWD,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,450,16.4805,2350,25,17,20
Kia,Forte 5,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,370,13.73375,1550,29,21,24
Kia,Forte 5,2016,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,368,13.73375,1550,28,21,24
Kia,Forte 5,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,319,11.771785714285713,1350,33,25,28
Kia,Soul ECO dynamics,2016,Automatic,2WD,2011-2020,Gas,Wagon,4.0,2.0,337,12.677307692307693,1450,30,24,26
Kia,Soul,2016,Automatic,2WD,2011-2020,Gas,Wagon,4.0,2.0,337,12.207777777777778,1400,31,24,27
Kia,Soul,2016,Automatic,2WD,2011-2020,Gas,Wagon,4.0,1.6,335,12.677307692307693,1450,30,24,26
Kia,Soul,2016,Manual,2WD,2011-2020,Gas,Wagon,4.0,1.6,338,12.677307692307693,1450,30,24,26
Volvo,V60 AWD,2016,Automatic,2WD,2011-2020,Gas,Wagon,5.0,2.5,378,14.330869565217393,1650,28,20,23
Volvo,V60 AWD,2016,Automatic,2WD,2011-2020,Gas,Wagon,6.0,3.0,412,15.695714285714288,1800,27,18,21
Volvo,V60 PoleStar AWD,2016,Automatic,2WD,2011-2020,Gas,Wagon,6.0,3.0,412,15.695714285714288,1800,27,18,21
Volvo,XC60 FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.0,346,12.677307692307693,1450,30,23,26
Volvo,XC70 FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.0,346,12.677307692307693,1450,30,23,26
Volvo,XC60 FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.0,364,13.73375,1950,29,22,24
Fiat,500 X AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.4,364,13.73375,1550,29,21,24
Volvo,XC60 AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.0,445,16.4805,1900,23,17,20
Volvo,XC70 AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,5.0,2.5,409,15.695714285714288,1800,26,19,21
Volvo,XC60 AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,5.0,2.5,409,15.695714285714288,1800,26,19,21
Volvo,V60 CC AWD,2016,Automatic,2WD,2011-2020,Gas,Wagon,5.0,2.5,383,14.330869565217393,1650,28,20,23
Volvo,S60 CC AWD,2016,Automatic,2WD,2011-2020,Gas,Car,5.0,2.5,383,14.330869565217393,1650,28,20,23
Ford,Fusion Energi Plug-in Hybrid,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,129,4.87758466125,1000,36,40,38
Porsche,Boxster S,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.4,397,14.98227272727273,2150,27,20,22
Porsche,Boxster Spyder,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.8,438,16.4805,2350,24,18,20
Porsche,Cayman GT4,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.8,446,16.4805,2350,23,18,20
Porsche,911 Carrera,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.4,403,14.98227272727273,2150,27,19,22
Porsche,911 Carrera,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.4,385,14.330869565217393,2050,28,20,23
Porsche,911 Carrera Cabriolet,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.4,405,14.98227272727273,2150,27,19,22
Porsche,911 Carrera Cabriolet,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.4,382,14.330869565217393,2050,28,21,23
Porsche,911 Carrera S,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.8,407,14.98227272727273,2150,27,19,22
Porsche,911 Carrera S,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.8,396,14.98227272727273,2150,27,20,22
Porsche,911 Carrera S Cabriolet,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.8,412,14.98227272727273,2150,26,19,22
Porsche,911 Carrera S Cabriolet,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.8,404,14.98227272727273,2150,27,19,22
Porsche,911 Carrera 4,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.4,406,14.98227272727273,2150,27,19,22
Porsche,911 Carrera 4,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.4,389,14.330869565217393,2050,27,20,23
Porsche,911 Carrera 4 Cabriolet,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.4,414,15.695714285714288,2250,26,19,21
Porsche,911 Carrera 4 Cabriolet,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.4,398,14.98227272727273,2150,27,20,22
Porsche,911 Carrera 4S,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.8,416,15.695714285714288,2250,26,19,21
Porsche,911 Carrera 4S,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.8,406,14.98227272727273,2150,26,19,22
Porsche,911 Carrera 4S Cabriolet,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.8,424,15.695714285714288,2250,25,18,21
Porsche,911 Carrera 4S Cabriolet,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.8,416,15.695714285714288,2250,26,19,21
Porsche,911 Carrera GTS,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.8,423,15.695714285714288,2250,26,18,21
Porsche,911 Carrera GTS,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.8,418,15.695714285714288,2250,26,19,21
Porsche,911 Carrera GTS Cabriolet,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.8,438,16.4805,2350,25,18,20
Porsche,911 Carrera GTS Cabriolet,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.8,420,15.695714285714288,2250,25,19,21
Porsche,911 Carrera 4 GTS,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.8,428,15.695714285714288,2250,25,18,21
Porsche,911 Carrera 4 GTS,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.8,420,15.695714285714288,2250,25,19,21
Porsche,911 Carrera 4 GTS Cabriolet,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.8,438,16.4805,2350,25,18,20
Porsche,911 Carrera 4 GTS Cabriolet,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.8,432,15.695714285714288,2250,25,18,21
Porsche,911 Turbo,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.8,449,16.4805,2350,24,17,20
Porsche,911 Turbo S,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.8,449,16.4805,2350,24,17,20
Porsche,911 Targa 4,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.4,422,15.695714285714288,2250,26,18,21
Porsche,911 Targa 4,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.4,409,14.98227272727273,2150,26,19,22
Bentley,Continental GT Convertible,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,542,20.600625,2950,23,13,16
Bentley,Continental GT,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,494,18.311666666666667,2600,25,15,18
Volvo,S60 Inscription FWD,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,308,11.36586206896552,1300,37,25,29
Bentley,Flying Spur,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,537,19.388823529411766,2750,24,13,17
Kia,Forte,2016,Manual,2WD,2011-2020,Gas,Car,4.0,1.8,303,11.36586206896552,1300,36,25,29
Kia,Forte,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,315,11.771785714285713,1350,35,24,28
Maserati,Ghibli V6 SQ4,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,475,17.347894736842107,2500,24,16,19
Maserati,Ghibli V6,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,460,17.347894736842107,2500,24,17,19
Nissan,Maxima,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.5,363,13.1844,1900,30,22,25
Volvo,S80 FWD,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,308,11.36586206896552,1300,37,25,29
Maserati,Quattroporte GTS,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,3.8,517,19.388823529411766,2750,22,15,17
Maserati,Quattroporte SQ4 V6,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,485,18.311666666666667,2600,23,16,18
Volvo,V60 FWD,2016,Automatic,2WD,2011-2020,Gas,Wagon,4.0,2.0,308,11.36586206896552,1300,37,25,29
Hyundai,Tucson FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.0,342,12.677307692307693,1450,30,23,26
Lincoln,MKX FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.7,438,16.4805,1900,25,17,20
Lincoln,MKX FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,6.0,2.7,434,16.4805,1900,26,18,20
Hyundai,Tucson AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.0,389,14.330869565217393,1650,26,21,23
Lincoln,MKX AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,2.7,456,17.347894736842107,1950,24,17,19
Lincoln,MKX AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.7,472,17.347894736842107,1950,23,16,19
Ford,Explorer 2WD FFV,2016,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.5,452,16.4805,1900,24,17,20
Ford,Explorer FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.5,452,16.4805,1900,24,17,20
Ford,Explorer FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.3,410,14.98227272727273,1700,27,19,22
Ford,Explorer AWD FFV,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.5,474,17.347894736842107,1950,23,16,19
Ford,Explorer AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.5,474,17.347894736842107,1950,23,16,19
Ford,Explorer AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.5,490,18.311666666666667,2100,22,16,18
Ford,Explorer AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.3,428,15.695714285714288,1800,26,18,21
Pagani,Huayra Coupe,2014,Automatic,2WD,2011-2020,Gas,Car,12.0,6.0,671,25.354615384615386,3600,17,11,13
Jaguar,F-Type Coupe,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.0,476,17.347894736842107,2500,24,16,19
Jaguar,F-Type Convertible,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.0,476,17.347894736842107,2500,24,16,19
Jaguar,F-Type S Coupe,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.0,485,18.311666666666667,2600,24,15,18
Jaguar,F-Type S Convertible,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.0,485,18.311666666666667,2600,24,15,18
Porsche,Boxster S,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.4,372,13.73375,1950,29,21,24
Porsche,Cayman S,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.4,397,14.98227272727273,2150,27,20,22
Porsche,Cayman S,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.4,372,13.73375,1950,29,21,24
Porsche,Cayman GTS,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.4,404,14.98227272727273,2150,26,19,22
Porsche,Cayman GTS,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.4,359,13.1844,1900,30,21,25
Cadillac,ATS-V,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.6,465,17.347894736842107,2500,23,17,19
Hyundai,Accent,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,1.6,296,10.987,1250,36,26,30
Hyundai,Accent,2016,Manual,2WD,2011-2020,Gas,Car,4.0,1.6,285,10.63258064516129,1200,37,27,31
Kia,Forte,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,1.8,294,10.987,1250,37,26,30
Maserati,Ghibli  S RWD,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,471,17.347894736842107,2500,23,16,19
Chevrolet,Impala Limited,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,410,14.98227272727273,1700,29,18,22
Hyundai,Azera Limited,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.3,405,14.98227272727273,1700,28,19,22
Hyundai,Azera,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.3,391,14.330869565217393,1650,28,20,23
Maserati,Quattroporte S,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,482,18.311666666666667,2600,23,16,18
Hyundai,Santa Fe Ultimate FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.3,457,16.4805,1900,23,17,20
Hyundai,Santa Fe FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.3,432,15.695714285714288,1800,25,18,21
Kia,Sportage FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.4,376,14.330869565217393,1650,28,21,23
Kia,Sportage SX FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.0,407,14.98227272727273,1700,26,20,22
Mitsubishi,Outlander 2WD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.4,321,12.207777777777778,1400,30,25,27
Chevrolet,Equinox AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.4,381,14.330869565217393,1650,28,20,23
Chevrolet,Equinox AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.4,381,14.330869565217393,1650,28,20,23
GMC,Terrain AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.4,381,14.330869565217393,1650,28,20,23
Hyundai,Santa Fe Ultimate AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.3,476,17.347894736842107,1950,22,17,19
Hyundai,Santa Fe AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.3,446,16.4805,1900,24,18,20
Kia,Sportage AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.4,401,14.98227272727273,1700,26,19,22
Kia,Sportage SX AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.0,420,15.695714285714288,1800,25,19,21
Mitsubishi,Outlander 4WD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.4,333,12.677307692307693,1450,29,24,26
Mitsubishi,Outlander 4WD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.0,391,14.98227272727273,2150,27,20,22
Scion,iA,2016,Manual,2WD,2011-2020,Gas,Car,4.0,1.5,258,9.694411764705883,1100,40,31,34
Scion,iA,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,1.5,249,9.155833333333334,1050,41,32,36
Audi,RS 7,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,503,18.311666666666667,2600,25,14,18
Audi,A8 L,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.0,410,14.98227272727273,2150,29,18,22
Kia,K900,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,5.0,511,18.311666666666667,2100,22,15,18
Porsche,Panamera Turbo Executive,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.8,488,18.311666666666667,2600,24,15,18
Porsche,Panamera Turbo S,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.8,483,18.311666666666667,2600,24,15,18
Buick,Enclave FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.6,507,18.311666666666667,2100,22,15,18
Chevrolet,Traverse FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.6,507,18.311666666666667,2100,22,15,18
GMC,Acadia FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,6.0,3.6,507,18.311666666666667,2100,22,15,18
Buick,Enclave AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,518,19.388823529411766,2200,22,15,17
Chevrolet,Traverse AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,518,19.388823529411766,2200,22,15,17
GMC,Acadia AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,518,19.388823529411766,2200,22,15,17
Porsche,Boxster,2016,Manual,2WD,2011-2020,Gas,Car,6.0,2.7,376,13.73375,1950,29,20,24
Porsche,Boxster,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,2.7,352,13.1844,1900,31,22,25
Porsche,Cayman,2016,Manual,2WD,2011-2020,Gas,Car,6.0,2.7,376,13.73375,1950,29,20,24
Porsche,Cayman,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,2.7,352,13.1844,1900,31,22,25
Porsche,Boxster GTS,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.4,404,14.98227272727273,2150,26,19,22
Porsche,Boxster GTS,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.4,359,13.1844,1900,30,21,25
Cadillac,ATS-V,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.6,472,17.347894736842107,2500,24,16,19
Bentley,Flying Spur,2016,Automatic,2WD,2011-2020,Gas,Car,12.0,6.0,624,23.543571428571425,3350,20,12,14
Chevrolet,Cruze Limited,2016,Manual,2WD,2011-2020,Gas,Car,4.0,1.8,309,11.36586206896552,1300,35,25,29
Dodge,Dart,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,1.4,292,10.987,1550,36,27,30
Dodge,Dart Aero,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,1.4,280,10.3003125,1450,38,28,32
Dodge,Dart Aero,2016,Manual,2WD,2011-2020,Gas,Car,4.0,1.4,279,10.3003125,1450,39,28,32
Porsche,Panamera GTS,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.8,480,17.347894736842107,2500,24,16,19
Porsche,Panamera Turbo,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.8,483,18.311666666666667,2600,24,15,18
Porsche,Panamera Turbo S Executive,2016,Automatic,2WD,2011-2020,Gas,Car,8.0,4.8,488,18.311666666666667,2600,24,15,18
Hyundai,Tucson FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,1.6,335,12.207777777777778,1400,30,25,27
Hyundai,Tucson Eco FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,1.6,317,11.771785714285713,1350,32,26,28
Jeep,Cherokee FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.4,361,13.1844,1500,30,21,25
Jeep,Cherokee FWD,2016,Automatic,2WD,2011-2020,Gas,SUV,4.0,2.4,361,13.1844,1500,30,21,25
Hyundai,Tucson AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,1.6,355,13.1844,1500,28,24,25
Hyundai,Tucson Eco AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,1.6,334,12.207777777777778,1400,30,25,27
Jeep,Cherokee 4WD,2016,Automatic,4WD,2011-2020,Gas,SUV,4.0,2.4,378,14.330869565217393,1650,28,21,23
Cadillac,SRX AWD,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.6,482,18.311666666666667,2100,23,16,18
Land Rover,LR4,2016,Automatic,4WD,2011-2020,Gas,SUV,6.0,3.0,539,20.600625,2950,19,15,16
Audi,TT Roadster quattro,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,336,12.677307692307693,1450,30,23,26
Audi,A5 quattro,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,364,13.73375,1950,30,21,24
Audi,A5 Cabriolet quattro,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,372,13.73375,1950,29,21,24
Audi,A3,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,1.8,328,12.207777777777778,1400,33,23,27
Audi,A3 Cabriolet,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,1.8,314,11.771785714285713,1350,35,24,28
Audi,A3 quattro,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,323,12.207777777777778,1400,33,24,27
Audi,A3 Cabriolet quattro,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,334,12.677307692307693,1450,32,23,26
Audi,S5,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,413,15.695714285714288,2250,28,18,21
Audi,S5 Cabriolet,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,428,15.695714285714288,2250,26,18,21
Audi,S5,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.0,439,16.4805,2350,26,17,20
Audi,A5 quattro,2016,Manual,2WD,2011-2020,Gas,Car,4.0,2.0,343,12.677307692307693,1800,32,22,26
Audi,TTS Coupe,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,358,13.1844,1900,27,23,25
Audi,S3,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,340,12.677307692307693,1800,31,23,26
Audi,TT Coupe quattro,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,336,12.677307692307693,1450,30,23,26
Audi,A4 quattro,2016,Automatic,2WD,2011-2020,Gas,Car,4.0,2.0,364,13.73375,1950,30,21,24
Audi,S4,2016,Automatic,2WD,2011-2020,Gas,Car,6.0,3.0,413,15.695714285714288,2250,28,18,21
Audi,S4,2016,Manual,2WD,2011-2020,Gas,Car,6.0,3.0,439,16.4805,2350,26,17,20
